EmployeeID,Age,Gender,EducationLevel,YearsOfExperience,JobRole,SkillsScore,Certifications,CompanyType,WorkHoursPerWeek,Salary
1686,44,Female,Bachelor,10,Designer,6,5,Medium Scale,36,106822
1687,59,Female,PhD,20,Developer,10,4,Medium Scale,36,177988
1688,41,Female,Master,20,Manager,5,0,Startup,38,159756
1689,44,Female,PhD,17,Data Scientist,10,4,Startup,37,187147
1690,37,Female,PhD,22,Data Scientist,10,3,Startup,51,196018
1691,29,Male,Bachelor,28,Developer,7,6,Startup,48,186433
1692,42,Female,Bachelor,23,Designer,3,1,MNC,36,144264
1693,22,Female,PhD,9,Data Analyst,4,4,MNC,50,117223
1694,29,Female,Master,12,Designer,10,3,Medium Scale,45,121275
1695,50,Male,Bachelor,16,Designer,9,6,Medium Scale,59,140937
1696,53,Female,PhD,17,Designer,4,6,Medium Scale,47,163520
1697,59,Male,Bachelor,9,Developer,3,2,MNC,35,93074
1698,26,Female,Bachelor,15,Developer,2,7,Medium Scale,59,123620
1699,43,Female,Bachelor,19,Data Analyst,5,0,Medium Scale,57,130976
1700,55,Male,PhD,4,Designer,4,2,MNC,36,102074
1701,22,Female,Master,12,Developer,8,7,Medium Scale,36,138512
1702,47,Male,Master,17,Data Analyst,7,7,MNC,55,149519
1703,31,Male,Master,16,Data Analyst,6,5,MNC,39,146227
1704,51,Male,Bachelor,8,Designer,2,3,Startup,38,75667
1705,39,Female,PhD,13,Manager,3,2,Startup,46,151119
1706,38,Female,Bachelor,16,Designer,10,2,MNC,37,132137
1707,47,Female,Master,28,Manager,9,7,MNC,54,208864
1708,29,Male,Master,3,Data Analyst,9,6,Startup,44,102513
1709,33,Female,PhD,17,Developer,5,3,Medium Scale,54,146141
1710,48,Male,Bachelor,26,Data Scientist,3,6,Medium Scale,52,177212
1711,29,Female,Master,19,Data Analyst,2,1,Medium Scale,55,133838
1712,46,Male,PhD,23,Developer,8,4,MNC,55,181268
1713,25,Male,Bachelor,23,Data Analyst,6,5,Startup,55,161799
1714,54,Male,Bachelor,14,Designer,10,5,Medium Scale,44,130637
1715,22,Female,Master,10,Manager,7,0,Startup,35,134783
1716,40,Male,Master,11,Data Analyst,1,6,Startup,40,106075
1717,52,Male,Bachelor,8,Developer,1,4,MNC,45,92375
1718,37,Male,Bachelor,12,Designer,10,7,Medium Scale,36,120811
1719,35,Male,Master,14,Data Scientist,2,0,Startup,41,130597
1720,26,Male,Bachelor,26,Designer,10,5,MNC,54,185030
1721,47,Male,Master,14,Manager,3,4,MNC,55,141107
1722,49,Female,Bachelor,27,Designer,1,2,MNC,55,152545
1723,23,Female,Master,4,Data Scientist,5,1,Medium Scale,55,87385
1724,27,Male,PhD,22,Developer,3,7,Medium Scale,52,166241
1725,30,Female,Master,18,Data Analyst,1,2,MNC,55,143761
1726,54,Female,Master,25,Manager,8,1,Medium Scale,53,190015
1727,46,Male,PhD,19,Data Scientist,6,7,Medium Scale,38,175976
1728,34,Male,Bachelor,25,Manager,9,6,Startup,47,185784
1729,30,Male,PhD,24,Designer,3,3,MNC,52,176839
1730,34,Female,Master,25,Manager,9,0,MNC,54,190525
1731,52,Male,Bachelor,25,Data Scientist,9,0,Medium Scale,59,167903
1732,32,Female,PhD,13,Data Analyst,1,3,MNC,58,135322
1733,25,Male,Bachelor,27,Data Analyst,3,4,MNC,47,170174
1734,55,Female,Bachelor,16,Manager,6,3,MNC,53,152699
1735,59,Male,PhD,17,Developer,8,6,Medium Scale,51,172703
1736,25,Male,Bachelor,20,Manager,4,5,Medium Scale,35,142009
1737,59,Female,PhD,2,Designer,5,3,Medium Scale,40,100084
1738,40,Female,Master,1,Data Analyst,9,1,Startup,53,91037
1739,27,Female,Bachelor,0,Data Analyst,6,5,MNC,54,65818
1740,55,Female,Master,9,Data Analyst,7,3,Startup,35,112837
1741,39,Female,Master,18,Developer,7,0,Medium Scale,42,146558
1742,34,Female,Bachelor,16,Developer,4,2,Startup,51,116928
1743,44,Male,PhD,11,Data Scientist,4,1,MNC,55,134286
1744,40,Female,Bachelor,0,Manager,4,6,MNC,56,84000
1745,32,Male,Master,11,Manager,5,1,Medium Scale,49,130588
1746,22,Male,Master,16,Designer,5,7,Medium Scale,52,136666
1747,45,Female,PhD,23,Data Analyst,8,4,Startup,41,195113
1748,28,Male,Bachelor,2,Developer,9,2,Medium Scale,50,80014
1749,46,Female,Master,10,Designer,2,1,Startup,41,100843
1750,42,Female,Master,16,Designer,7,7,MNC,51,142425
1751,36,Male,Master,22,Developer,1,3,MNC,38,149967
1752,22,Male,PhD,25,Manager,1,1,MNC,46,185129
1753,33,Female,Master,2,Data Analyst,4,1,MNC,47,66797
1754,28,Female,Master,7,Manager,10,1,MNC,38,123101
1755,36,Male,Bachelor,19,Designer,7,4,Startup,55,141889
1756,42,Male,Bachelor,3,Data Analyst,2,1,MNC,35,66186
1757,40,Male,Master,20,Data Scientist,2,1,Startup,35,157560
1758,50,Male,Master,21,Designer,1,4,MNC,41,142238
1759,46,Female,Bachelor,6,Manager,10,7,Startup,43,117661
1760,54,Female,PhD,13,Manager,2,5,Startup,35,153330
1761,53,Female,PhD,13,Manager,7,2,Startup,50,153737
1762,56,Female,PhD,3,Developer,9,7,Medium Scale,52,115768
1763,59,Male,PhD,15,Designer,6,6,Startup,56,149958
1764,47,Male,PhD,23,Data Analyst,10,5,Startup,49,195281
1765,32,Female,PhD,28,Manager,2,0,MNC,40,205790
1766,56,Female,PhD,21,Manager,10,4,Startup,36,198132
1767,29,Female,PhD,29,Developer,10,4,Startup,43,220953
1768,35,Female,Bachelor,0,Data Analyst,9,1,Medium Scale,38,61237
1769,31,Female,PhD,16,Designer,7,1,MNC,47,143851
1770,23,Female,PhD,24,Data Scientist,1,6,Medium Scale,57,175908
1771,30,Female,PhD,9,Developer,9,0,Medium Scale,56,122671
1772,24,Female,Master,21,Designer,2,1,Medium Scale,45,152784
1773,42,Female,Bachelor,15,Data Scientist,4,3,Startup,47,129412
1774,47,Male,Bachelor,15,Manager,9,1,Medium Scale,45,140393
1775,29,Female,Bachelor,25,Manager,4,1,Medium Scale,53,175414
1776,23,Male,PhD,7,Data Analyst,3,3,MNC,42,116620
1777,27,Male,PhD,28,Data Scientist,1,0,MNC,41,188395
1778,49,Female,Master,6,Manager,7,3,MNC,59,128491
1779,50,Female,Bachelor,27,Manager,6,4,MNC,50,190381
1780,47,Male,PhD,5,Data Analyst,10,3,Medium Scale,37,123511
1781,46,Male,Bachelor,15,Designer,4,2,MNC,51,118486
1782,33,Female,Master,19,Manager,6,4,Startup,52,169475
1783,26,Male,Master,15,Developer,6,1,Medium Scale,49,128392
1784,55,Female,Master,6,Developer,4,6,MNC,51,108562
1785,58,Female,Bachelor,8,Designer,6,4,Medium Scale,45,94574
1786,36,Female,PhD,13,Data Scientist,10,0,MNC,39,161787
1787,57,Male,PhD,10,Data Analyst,8,0,Medium Scale,50,129625
1788,36,Male,Master,25,Developer,3,3,MNC,49,163738
1789,44,Female,PhD,25,Developer,4,4,Startup,44,195509
1790,27,Male,Master,13,Designer,10,1,MNC,48,130958
1791,42,Male,Bachelor,6,Data Scientist,1,0,Medium Scale,36,81329
1792,44,Male,Master,0,Data Scientist,4,5,Medium Scale,50,83918
1793,37,Male,Bachelor,25,Designer,10,1,Startup,53,182508
1794,36,Male,Master,24,Developer,10,5,Medium Scale,42,194343
1795,46,Male,PhD,12,Data Analyst,9,2,Startup,49,151918
1796,57,Male,PhD,19,Developer,8,5,Medium Scale,44,187768
1797,32,Female,Master,2,Data Scientist,4,7,Medium Scale,39,88777
1798,36,Male,PhD,19,Developer,7,0,Startup,54,166779
1799,25,Male,PhD,3,Data Analyst,10,3,Medium Scale,50,113879
1800,42,Male,PhD,28,Manager,3,2,Medium Scale,55,198654
1801,34,Male,Bachelor,25,Developer,9,4,Startup,56,175815
1802,43,Male,PhD,10,Designer,10,1,MNC,46,132045
1803,40,Male,Bachelor,1,Manager,4,0,Startup,57,81667
1804,55,Male,Master,13,Designer,2,2,Medium Scale,47,111024
1805,35,Male,PhD,11,Designer,10,2,MNC,43,137740
1806,25,Female,PhD,29,Designer,5,7,MNC,51,214665
1807,48,Male,PhD,16,Developer,2,0,MNC,54,138672
1808,50,Male,Master,11,Data Scientist,10,4,Startup,46,145814
1809,49,Male,Bachelor,25,Manager,6,4,MNC,59,183121
1810,56,Male,Bachelor,11,Data Analyst,10,3,MNC,39,122688
1811,29,Female,PhD,0,Data Scientist,1,6,MNC,58,90279
1812,37,Female,Master,12,Developer,6,5,Medium Scale,46,128011
1813,57,Female,Master,13,Designer,4,4,Startup,35,120342
1814,51,Female,Master,23,Data Analyst,3,7,Startup,54,162980
1815,39,Female,Master,29,Manager,2,3,Medium Scale,50,194978
1816,23,Female,Master,1,Data Scientist,7,5,MNC,46,100439
1817,34,Female,Bachelor,11,Data Scientist,9,2,Medium Scale,43,127180
1818,25,Female,Bachelor,25,Data Analyst,3,0,Medium Scale,47,158342
1819,47,Female,Bachelor,20,Developer,6,4,MNC,51,146007
1820,46,Female,PhD,27,Manager,9,3,MNC,51,210311
1821,51,Female,Master,15,Data Analyst,2,2,Startup,38,118892
1822,32,Female,PhD,3,Designer,7,4,MNC,48,102054
1823,28,Female,Master,7,Manager,5,1,Medium Scale,53,106324
1824,52,Female,Bachelor,1,Data Scientist,5,6,Medium Scale,41,77878
1825,31,Female,PhD,9,Data Analyst,7,2,MNC,37,125697
1826,34,Female,Bachelor,8,Data Scientist,9,7,Startup,35,117347
1827,52,Male,Master,22,Data Scientist,4,7,Medium Scale,46,180685
1828,28,Female,Master,14,Data Scientist,9,4,MNC,49,149235
1829,57,Male,Master,12,Developer,10,7,Startup,45,143173
1830,41,Female,Bachelor,22,Data Scientist,9,2,Startup,44,169319
1831,25,Female,Master,16,Designer,4,0,Medium Scale,36,134078
1832,28,Male,Bachelor,29,Designer,3,0,Medium Scale,38,171604
1833,22,Female,PhD,15,Manager,2,6,Startup,51,156042
1834,34,Male,Master,27,Data Scientist,9,0,Startup,51,205308
1835,43,Male,Master,1,Data Scientist,2,5,Startup,42,79227
1836,42,Male,Master,19,Data Analyst,6,1,MNC,57,150500
1837,43,Female,PhD,19,Developer,5,0,Medium Scale,48,160385
1838,49,Female,Master,26,Manager,5,7,Startup,58,199441
1839,30,Female,Bachelor,13,Data Scientist,4,1,Medium Scale,38,122480
1840,47,Male,Bachelor,2,Data Analyst,6,0,Medium Scale,40,66216
1841,30,Male,Master,22,Developer,5,5,Medium Scale,53,166561
1842,36,Female,Master,11,Manager,4,7,Startup,58,137405
1843,31,Female,PhD,7,Manager,9,2,MNC,38,138502
1844,45,Female,PhD,1,Data Scientist,6,4,Startup,37,104051
1845,29,Female,PhD,3,Manager,10,4,Medium Scale,54,123959
1846,45,Female,Master,13,Data Analyst,10,0,Startup,40,136401
1847,37,Male,PhD,15,Manager,10,4,Startup,57,172697
1848,47,Male,PhD,18,Designer,3,0,Medium Scale,41,148689
1849,48,Male,Bachelor,1,Data Analyst,10,0,Medium Scale,48,75493
1850,58,Female,PhD,11,Developer,6,7,Startup,46,132829
1851,25,Male,Bachelor,28,Developer,1,6,Startup,50,163832
1852,45,Male,Bachelor,13,Data Scientist,5,3,Startup,54,126023
1853,40,Male,PhD,5,Data Scientist,10,3,Startup,42,126878
1854,57,Male,Bachelor,12,Designer,6,6,MNC,57,112207
1855,31,Male,Master,3,Developer,8,3,Startup,36,87680
1856,46,Female,Master,21,Developer,9,1,MNC,47,159349
1857,39,Male,PhD,17,Developer,3,3,Medium Scale,42,158213
1858,40,Female,Master,11,Developer,2,0,MNC,59,98400
1859,57,Female,Bachelor,19,Manager,4,5,Medium Scale,55,160864
1860,31,Female,Master,26,Data Analyst,8,5,MNC,54,186846
1861,54,Female,PhD,21,Data Analyst,8,2,Medium Scale,50,175731
1862,26,Female,PhD,29,Designer,3,7,Startup,38,203919
1863,56,Male,Bachelor,20,Manager,4,3,MNC,50,154765
1864,55,Male,PhD,18,Developer,3,5,MNC,54,156012
1865,54,Female,Master,7,Developer,10,3,Medium Scale,40,113599
1866,42,Female,PhD,6,Data Scientist,2,7,Medium Scale,38,119685
1867,38,Female,Bachelor,15,Data Scientist,4,2,MNC,50,126922
1868,43,Male,PhD,18,Designer,6,5,Medium Scale,57,167178
1869,58,Female,Master,5,Developer,5,0,Startup,57,80265
1870,36,Male,Bachelor,19,Designer,3,1,MNC,55,123426
1871,56,Female,Master,26,Manager,2,6,Startup,47,184058
1872,49,Male,Bachelor,20,Data Analyst,9,6,MNC,39,153210
1873,28,Female,PhD,10,Developer,1,6,Startup,49,121929
1874,53,Male,Bachelor,4,Manager,9,3,MNC,42,105527
1875,32,Female,Bachelor,15,Developer,1,5,Medium Scale,41,105187
1876,31,Male,PhD,6,Data Scientist,7,7,MNC,48,129629
1877,30,Male,Master,26,Designer,6,7,Startup,41,180891
1878,35,Male,PhD,4,Data Scientist,7,5,MNC,56,119570
1879,34,Male,Bachelor,10,Data Analyst,3,2,Startup,41,91074
1880,46,Male,PhD,14,Data Scientist,3,0,Startup,57,141933
1881,23,Male,Bachelor,2,Developer,1,4,Startup,52,56944
1882,56,Male,PhD,25,Data Scientist,4,5,Medium Scale,44,195828
1883,28,Female,PhD,4,Developer,2,1,MNC,52,83901
1884,42,Female,Master,22,Data Analyst,10,2,Startup,48,171362
1885,39,Female,Bachelor,20,Data Scientist,8,5,Medium Scale,44,158904
1886,24,Female,Master,4,Designer,3,5,Startup,41,82687
1887,32,Female,Bachelor,8,Designer,7,2,MNC,41,97003
1888,45,Male,PhD,14,Designer,7,2,Medium Scale,41,144276
1889,40,Male,Bachelor,2,Data Scientist,9,3,Startup,39,93966
1890,25,Male,Master,28,Data Scientist,6,5,Startup,35,197696
1891,47,Male,Master,5,Data Scientist,1,4,Startup,48,96594
1892,59,Male,Master,16,Developer,8,1,MNC,52,146124
1893,53,Female,Bachelor,25,Data Analyst,1,0,Medium Scale,47,150868
1894,57,Female,Master,20,Designer,3,0,Medium Scale,59,140396
1895,58,Female,Master,7,Developer,5,4,Medium Scale,42,103571
1896,54,Female,Master,20,Designer,8,7,Startup,42,165045
1897,57,Male,PhD,24,Developer,9,2,Medium Scale,44,196506
1898,24,Male,PhD,10,Data Scientist,7,2,Startup,51,144468
1899,30,Male,Bachelor,5,Designer,9,7,MNC,40,100029
1900,29,Female,Bachelor,7,Data Scientist,3,2,Medium Scale,49,93720
1901,54,Male,Master,9,Designer,5,7,Startup,49,113706
1902,27,Female,PhD,23,Manager,10,5,Medium Scale,59,211112
1903,25,Male,Master,28,Developer,8,7,Medium Scale,50,191463
1904,34,Male,Master,2,Manager,1,2,MNC,42,88844
1905,23,Female,PhD,22,Developer,8,2,Medium Scale,53,172653
1906,26,Male,PhD,13,Data Analyst,7,5,MNC,54,152560
1907,48,Male,PhD,22,Designer,1,7,Medium Scale,49,170334
1908,53,Female,Bachelor,13,Data Analyst,10,5,Medium Scale,37,130078
1909,42,Male,Bachelor,9,Data Analyst,10,4,Medium Scale,40,115955
1910,29,Female,Master,11,Developer,6,3,Medium Scale,59,120592
1911,59,Male,Bachelor,5,Manager,1,5,Medium Scale,42,83461
1912,29,Male,PhD,11,Data Scientist,2,1,Medium Scale,50,137580
1913,24,Male,PhD,22,Developer,5,2,MNC,49,173860
1914,24,Male,Bachelor,13,Data Scientist,2,3,MNC,47,128073
1915,43,Male,Master,1,Data Analyst,10,0,Startup,54,89948
1916,27,Male,Master,8,Data Scientist,1,4,Medium Scale,49,105746
1917,23,Male,Bachelor,9,Manager,6,7,MNC,52,118049
1918,44,Male,Master,25,Developer,8,3,Medium Scale,47,178945
1919,23,Female,Master,16,Manager,8,5,Medium Scale,58,162249
1920,59,Female,Master,16,Manager,8,2,MNC,42,164327
1921,38,Male,PhD,2,Developer,6,2,Medium Scale,48,102133
1922,56,Male,PhD,29,Manager,3,2,MNC,45,213757
1923,55,Female,Bachelor,18,Designer,1,3,MNC,40,130845
1924,44,Male,PhD,0,Designer,2,2,Startup,58,65919
1925,51,Male,Master,11,Designer,5,5,Startup,59,119313
1926,29,Female,PhD,6,Data Scientist,10,7,Startup,35,145778
1927,43,Male,Bachelor,3,Manager,5,3,Startup,59,91737
1928,57,Male,PhD,9,Developer,10,2,Medium Scale,36,127335
1929,26,Female,Master,12,Developer,1,0,Medium Scale,47,112447
1930,34,Male,Master,1,Data Scientist,1,0,Startup,35,75306
1931,50,Male,Bachelor,9,Developer,9,1,MNC,58,106715
1932,52,Female,PhD,20,Designer,2,2,MNC,58,156441
1933,37,Male,PhD,21,Manager,7,2,MNC,38,199468
1934,51,Female,PhD,24,Developer,10,3,MNC,58,197722
1935,37,Male,Master,3,Developer,4,3,Medium Scale,57,80290
1936,33,Male,Bachelor,17,Data Analyst,7,6,MNC,36,137443
1937,38,Female,PhD,4,Data Analyst,8,7,MNC,55,122287
1938,37,Female,Master,18,Data Analyst,5,2,Startup,54,149431
1939,33,Male,Master,1,Manager,1,1,MNC,50,78282
1940,29,Female,Master,11,Designer,4,7,Medium Scale,37,114711
1941,41,Female,PhD,16,Designer,10,2,MNC,51,166650
1942,24,Male,PhD,9,Designer,3,7,MNC,39,117562
1943,37,Male,PhD,1,Manager,10,5,Medium Scale,42,131347
1944,51,Male,PhD,5,Manager,5,3,Startup,46,118327
1945,44,Female,PhD,7,Data Analyst,10,2,Medium Scale,59,121608
1946,49,Female,PhD,28,Developer,10,7,Startup,57,211748
1947,26,Female,PhD,18,Data Scientist,6,3,MNC,46,165951
1948,41,Female,PhD,10,Data Scientist,2,2,Startup,35,126817
1949,22,Male,PhD,24,Developer,7,4,Startup,35,187159
1950,51,Female,Master,11,Data Analyst,3,3,Startup,49,118123
1951,42,Male,PhD,8,Developer,1,7,MNC,51,119410
1952,41,Female,Bachelor,1,Developer,10,1,Startup,36,74382
1953,27,Male,Master,7,Data Scientist,3,4,Startup,51,122016
1954,43,Male,PhD,25,Data Analyst,9,5,MNC,54,200816
1955,39,Male,Bachelor,10,Manager,10,2,Medium Scale,43,127482
1956,29,Female,PhD,27,Data Scientist,6,6,Medium Scale,46,205612
1957,53,Male,Bachelor,20,Manager,6,5,Medium Scale,38,162097
1958,54,Male,Bachelor,3,Data Analyst,4,3,MNC,47,74987
1959,37,Female,Bachelor,9,Developer,8,4,MNC,38,101078
1960,33,Male,Bachelor,20,Designer,5,5,Medium Scale,41,140506
1961,59,Female,Master,19,Designer,7,1,Startup,48,149635
1962,55,Female,Master,15,Data Analyst,9,6,Medium Scale,43,145875
1963,35,Male,Bachelor,7,Designer,5,3,MNC,57,84329
1964,57,Male,PhD,3,Manager,5,4,Startup,35,119410
1965,54,Female,Bachelor,28,Designer,4,5,Startup,35,166089
1966,44,Male,Master,9,Data Analyst,6,4,MNC,54,108560
1967,23,Female,PhD,11,Data Analyst,2,4,Startup,38,127886
1968,42,Female,Master,28,Manager,3,5,Medium Scale,35,201230
1969,23,Female,Master,13,Designer,1,0,MNC,56,109027
1970,48,Male,PhD,15,Designer,2,2,MNC,44,134880
1971,30,Female,Bachelor,21,Developer,2,7,MNC,36,142973
1972,22,Male,Bachelor,17,Data Scientist,8,3,MNC,55,152552
1973,32,Male,Bachelor,20,Data Analyst,8,3,Startup,58,155795
1974,24,Male,Bachelor,21,Developer,2,6,MNC,49,143249
1975,44,Male,PhD,20,Data Analyst,6,6,MNC,37,174611
1976,47,Female,PhD,11,Developer,5,6,Startup,59,135676
1977,25,Male,PhD,17,Data Scientist,3,3,MNC,57,156364
1978,39,Female,Master,29,Developer,5,4,Startup,43,188749
1979,27,Female,PhD,6,Data Analyst,5,6,Startup,51,115052
1980,56,Male,Bachelor,19,Designer,5,5,MNC,55,138495
1981,43,Female,Master,23,Data Analyst,3,2,Medium Scale,47,157231
1982,36,Female,Bachelor,22,Manager,3,1,MNC,37,159619
1983,43,Male,Bachelor,6,Manager,4,3,Medium Scale,38,102592
1984,58,Female,PhD,8,Manager,7,5,Startup,38,140101
1985,33,Female,PhD,0,Manager,2,2,Medium Scale,45,88940
1986,59,Female,Bachelor,25,Data Scientist,10,2,MNC,41,186558
1987,39,Female,Bachelor,5,Designer,4,0,MNC,45,73923
1988,56,Male,Master,5,Designer,4,7,Medium Scale,58,91666
1989,51,Female,PhD,21,Data Analyst,1,5,MNC,45,172877
1990,45,Female,Master,28,Developer,10,3,Medium Scale,44,193674
1991,51,Female,Master,11,Data Analyst,8,6,Startup,39,120035
1992,35,Female,Master,21,Data Analyst,1,4,Medium Scale,47,145960
1993,27,Male,Bachelor,11,Data Analyst,8,6,Medium Scale,46,128091
1994,24,Female,Master,9,Data Analyst,7,2,Medium Scale,44,111911
1995,37,Male,Master,22,Designer,9,2,Medium Scale,41,163922
1996,28,Female,Bachelor,29,Developer,8,1,Startup,53,182633
1997,35,Male,PhD,25,Data Analyst,5,6,Startup,53,198555
1998,30,Male,PhD,5,Designer,8,7,Startup,53,118085
1999,36,Male,Master,16,Data Analyst,10,7,Medium Scale,46,159456
2000,42,Male,Bachelor,18,Manager,3,0,Startup,54,138553
